Housing type,Occupancy status,Income owner,Income tenant,Wall,Floor,Roof,Windows,Heating system,0
Multi-family,Owner-occupied,D1,D1,0.2,0.3,0.2,1.3,Natural gas-Performance boiler,672.1390132
Multi-family,Owner-occupied,D1,D1,0.2,0.3,0.2,1.3,Oil fuel-Performance boiler,47.83749719015598
Multi-family,Owner-occupied,D1,D1,0.2,0.3,0.2,1.3,Wood fuel-Performance boiler,4.187461506827357
Multi-family,Owner-occupied,D1,D1,0.2,0.3,0.2,2.6,Heating-District heating,100.91205741915309
Multi-family,Owner-occupied,D1,D1,0.2,0.5,0.2,2.6,Wood fuel-Performance boiler,10.075483754536776
Multi-family,Owner-occupied,D1,D1,0.2,0.5,0.3,1.3,Natural gas-Performance boiler,3668.964694
Multi-family,Owner-occupied,D1,D1,0.2,0.5,0.3,2.6,Oil fuel-Performance boiler,115.102174673432
Multi-family,Owner-occupied,D1,D1,0.4,0.3,0.2,1.3,Electricity-Heat pump,1154.718085
Multi-family,Owner-occupied,D1,D1,0.4,0.5,0.3,1.3,Electricity-Performance boiler,5649.117553
Multi-family,Owner-occupied,D1,D1,0.4,0.5,0.3,2.6,Heating-District heating,242.80528752463536
Multi-family,Owner-occupied,D1,D1,0.4,0.9,0.3,2.6,Electricity-Performance boiler,16076.5477
Multi-family,Owner-occupied,D1,D1,0.4,0.9,0.5,2.6,Electricity-Heat pump,1070.382003
Multi-family,Owner-occupied,D1,D1,0.5,0.9,0.5,2.6,Heating-District heating,1860.6605307018908
Multi-family,Owner-occupied,D1,D1,0.5,0.9,0.5,2.6,Natural gas-Performance boiler,19320.38491
Multi-family,Owner-occupied,D1,D1,0.5,0.9,0.5,2.6,Oil fuel-Performance boiler,882.0486390399556
Multi-family,Owner-occupied,D1,D1,0.5,0.9,0.5,2.6,Wood fuel-Performance boiler,77.21024175757529
Multi-family,Owner-occupied,D1,D1,0.5,0.9,2.5,3.0,Electricity-Performance boiler,15750.03149
Multi-family,Owner-occupied,D1,D1,1.0,0.9,0.5,3.0,Natural gas-Standard boiler,29695.48157
Multi-family,Owner-occupied,D1,D1,1.0,0.9,0.5,3.0,Wood fuel-Standard boiler,180.88376100391136
Multi-family,Owner-occupied,D1,D1,2.5,0.9,0.5,3.0,Electricity-Performance boiler,11571.89359
Multi-family,Owner-occupied,D1,D1,2.5,0.9,0.5,3.0,Heating-District heating,4359.049616780543
Multi-family,Owner-occupied,D1,D1,2.5,0.9,0.5,3.0,Oil fuel-Performance boiler,2066.4133615703245
Multi-family,Owner-occupied,D1,D1,2.5,0.9,2.5,3.0,Wood fuel-Standard boiler,116.25038878157946
Multi-family,Owner-occupied,D1,D1,2.5,2.0,2.5,3.0,Electricity-Performance boiler,9309.862328
Multi-family,Owner-occupied,D1,D1,2.5,2.0,2.5,3.0,Heating-District heating,4404.771551327023
Multi-family,Owner-occupied,D1,D1,2.5,2.0,2.5,3.0,Natural gas-Standard boiler,16453.52999
Multi-family,Owner-occupied,D1,D1,2.5,2.0,2.5,3.0,Oil fuel-Performance boiler,1328.0426906913235
Multi-family,Owner-occupied,D1,D1,2.5,2.0,2.5,4.3,Natural gas-Standard boiler,5988.21268
Multi-family,Owner-occupied,D1,D1,2.5,2.0,2.5,4.3,Oil fuel-Standard boiler,760.0452157384991
Multi-family,Owner-occupied,D1,D1,2.5,2.0,2.5,4.3,Wood fuel-Standard boiler,66.53065631134626
Multi-family,Owner-occupied,D10,D10,0.2,0.3,0.2,1.3,Natural gas-Performance boiler,4782.890366
Multi-family,Owner-occupied,D10,D10,0.2,0.3,0.2,1.3,Oil fuel-Performance boiler,76.27998495413436
Multi-family,Owner-occupied,D10,D10,0.2,0.3,0.2,1.3,Wood fuel-Performance boiler,6.677178353773448
Multi-family,Owner-occupied,D10,D10,0.2,0.3,0.2,2.6,Heating-District heating,160.91080582718592
Multi-family,Owner-occupied,D10,D10,0.2,0.5,0.2,2.6,Wood fuel-Performance boiler,99.2040708371926
Multi-family,Owner-occupied,D10,D10,0.2,0.5,0.3,1.3,Natural gas-Performance boiler,25210.93669
Multi-family,Owner-occupied,D10,D10,0.2,0.5,0.3,2.6,Oil fuel-Performance boiler,1133.3058112149215
Multi-family,Owner-occupied,D10,D10,0.4,0.3,0.2,1.3,Electricity-Heat pump,4021.814939
Multi-family,Owner-occupied,D10,D10,0.4,0.5,0.3,1.3,Electricity-Performance boiler,32654.31993
Multi-family,Owner-occupied,D10,D10,0.4,0.5,0.3,2.6,Heating-District heating,2390.681532526204
Multi-family,Owner-occupied,D10,D10,0.4,0.9,0.3,2.6,Electricity-Performance boiler,93028.31983
Multi-family,Owner-occupied,D10,D10,0.4,0.9,0.5,2.6,Electricity-Heat pump,9959.807533
Multi-family,Owner-occupied,D10,D10,0.5,0.9,0.5,2.6,Heating-District heating,12807.485284551332
Multi-family,Owner-occupied,D10,D10,0.5,0.9,0.5,2.6,Natural gas-Performance boiler,117279.6952
Multi-family,Owner-occupied,D10,D10,0.5,0.9,0.5,2.6,Oil fuel-Performance boiler,6071.405706929946
Multi-family,Owner-occupied,D10,D10,0.5,0.9,0.5,2.6,Wood fuel-Performance boiler,531.4612842105962
Multi-family,Owner-occupied,D10,D10,0.5,0.9,2.5,3.0,Electricity-Performance boiler,66784.65787
Multi-family,Owner-occupied,D10,D10,1.0,0.9,0.5,3.0,Natural gas-Standard boiler,187326.8782
Multi-family,Owner-occupied,D10,D10,1.0,0.9,0.5,3.0,Wood fuel-Standard boiler,1232.0013202896414
Multi-family,Owner-occupied,D10,D10,2.5,0.9,0.5,3.0,Electricity-Performance boiler,45159.47582
Multi-family,Owner-occupied,D10,D10,2.5,0.9,0.5,3.0,Heating-District heating,29689.53571772293
Multi-family,Owner-occupied,D10,D10,2.5,0.9,0.5,3.0,Oil fuel-Performance boiler,14074.36452885202
Multi-family,Owner-occupied,D10,D10,2.5,0.9,2.5,3.0,Wood fuel-Standard boiler,627.5064987000923
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,3.0,Electricity-Performance boiler,32133.44958
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,3.0,Heating-District heating,20971.082170277965
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,3.0,Natural gas-Standard boiler,85837.28771
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,3.0,Oil fuel-Performance boiler,7168.624790801663
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,4.3,Natural gas-Standard boiler,26946.456092
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,4.3,Oil fuel-Standard boiler,2772.745051934239
Multi-family,Owner-occupied,D10,D10,2.5,2.0,2.5,4.3,Wood fuel-Standard boiler,242.7125969209341
Multi-family,Owner-occupied,D2,D2,0.2,0.3,0.2,1.3,Natural gas-Performance boiler,1251.38863
Multi-family,Owner-occupied,D2,D2,0.2,0.3,0.2,1.3,Oil fuel-Performance boiler,44.23332972988565
Multi-family,Owner-occupied,D2,D2,0.2,0.3,0.2,1.3,Wood fuel-Performance boiler,3.871970241804666
Multi-family,Owner-occupied,D2,D2,0.2,0.3,0.2,2.6,Heating-District heating,93.30915227022138
Multi-family,Owner-occupied,D2,D2,0.2,0.5,0.2,2.6,Wood fuel-Performance boiler,17.429368332685687
Multi-family,Owner-occupied,D2,D2,0.2,0.5,0.3,1.3,Natural gas-Performance boiler,5641.629243
Multi-family,Owner-occupied,D2,D2,0.2,0.5,0.3,2.6,Oil fuel-Performance boiler,199.11284134352772
Multi-family,Owner-occupied,D2,D2,0.4,0.3,0.2,1.3,Electricity-Heat pump,1528.153314
Multi-family,Owner-occupied,D2,D2,0.4,0.5,0.3,1.3,Electricity-Performance boiler,7645.115126
Multi-family,Owner-occupied,D2,D2,0.4,0.5,0.3,2.6,Heating-District heating,420.0237817350426
Multi-family,Owner-occupied,D2,D2,0.4,0.9,0.3,2.6,Electricity-Performance boiler,21122.65013
Multi-family,Owner-occupied,D2,D2,0.4,0.9,0.5,2.6,Electricity-Heat pump,2073.458285
Multi-family,Owner-occupied,D2,D2,0.5,0.9,0.5,2.6,Heating-District heating,2659.934569542461
Multi-family,Owner-occupied,D2,D2,0.5,0.9,0.5,2.6,Natural gas-Performance boiler,24239.49234
Multi-family,Owner-occupied,D2,D2,0.5,0.9,0.5,2.6,Oil fuel-Performance boiler,1260.9455772758354
Multi-family,Owner-occupied,D2,D2,0.5,0.9,0.5,2.6,Wood fuel-Performance boiler,110.37703427622704
Multi-family,Owner-occupied,D2,D2,0.5,0.9,2.5,3.0,Electricity-Performance boiler,17257.29453
Multi-family,Owner-occupied,D2,D2,1.0,0.9,0.5,3.0,Natural gas-Standard boiler,36535.78419
Multi-family,Owner-occupied,D2,D2,1.0,0.9,0.5,3.0,Wood fuel-Standard boiler,245.09279528048825
Multi-family,Owner-occupied,D2,D2,2.5,0.9,0.5,3.0,Electricity-Performance boiler,8602.815781
Multi-family,Owner-occupied,D2,D2,2.5,0.9,0.5,3.0,Heating-District heating,5906.3989460058965
Multi-family,Owner-occupied,D2,D2,2.5,0.9,0.5,3.0,Oil fuel-Performance boiler,2799.9364021476176
Multi-family,Owner-occupied,D2,D2,2.5,0.9,2.5,3.0,Wood fuel-Standard boiler,143.4408651612885
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,3.0,Electricity-Performance boiler,5645.538366
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,3.0,Heating-District heating,5095.276270563514
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,3.0,Natural gas-Standard boiler,18781.46586
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,3.0,Oil fuel-Performance boiler,1638.6662833601988
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,4.3,Natural gas-Standard boiler,5705.02489
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,4.3,Oil fuel-Standard boiler,776.7563183584311
Multi-family,Owner-occupied,D2,D2,2.5,2.0,2.5,4.3,Wood fuel-Standard boiler,67.99346484163881
Multi-family,Owner-occupied,D3,D3,0.2,0.3,0.2,1.3,Natural gas-Performance boiler,1397.473977
Multi-family,Owner-occupied,D3,D3,0.2,0.3,0.2,1.3,Oil fuel-Performance boiler,45.702347373613485
Multi-family,Owner-occupied,D3,D3,0.2,0.3,0.2,1.3,Wood fuel-Performance boiler,4.000560891342794
Multi-family,Owner-occupied,D3,D3,0.2,0.3,0.2,2.6,Heating-District heating,96.40800989281703
Multi-family,Owner-occupied,D3,D3,0.2,0.5,0.2,2.6,Wood fuel-Performance boiler,22.547244811067213
Multi-family,Owner-occupied,D3,D3,0.2,0.5,0.3,1.3,Natural gas-Performance boiler,7108.601746
Multi-family,Owner-occupied,D3,D3,0.2,0.5,0.3,2.6,Oil fuel-Performance boiler,257.57938515652035
Multi-family,Owner-occupied,D3,D3,0.4,0.3,0.2,1.3,Electricity-Heat pump,1766.162742
Multi-family,Owner-occupied,D3,D3,0.4,0.5,0.3,1.3,Electricity-Performance boiler,9131.560281
Multi-family,Owner-occupied,D3,D3,0.4,0.5,0.3,2.6,Heating-District heating,543.3575590625538
Multi-family,Owner-occupied,D3,D3,0.4,0.9,0.3,2.6,Electricity-Performance boiler,24489.01524
Multi-family,Owner-occupied,D3,D3,0.4,0.9,0.5,2.6,Electricity-Heat pump,2712.658545
Multi-family,Owner-occupied,D3,D3,0.5,0.9,0.5,2.6,Heating-District heating,3241.1434528443165
Multi-family,Owner-occupied,D3,D3,0.5,0.9,0.5,2.6,Natural gas-Performance boiler,29648.97429
Multi-family,Owner-occupied,D3,D3,0.5,0.9,0.5,2.6,Oil fuel-Performance boiler,1536.4684338395457
Multi-family,Owner-occupied,D3,D3,0.5,0.9,0.5,2.6,Wood fuel-Performance boiler,134.49496317885092
Multi-family,Owner-occupied,D3,D3,0.5,0.9,2.5,3.0,Electricity-Performance boiler,20299.21098
Multi-family,Owner-occupied,D3,D3,1.0,0.9,0.5,3.0,Natural gas-Standard boiler,46755.51975
Multi-family,Owner-occupied,D3,D3,1.0,0.9,0.5,3.0,Wood fuel-Standard boiler,297.8448955128204
Multi-family,Owner-occupied,D3,D3,2.5,0.9,0.5,3.0,Electricity-Performance boiler,9771.823223
Multi-family,Owner-occupied,D3,D3,2.5,0.9,0.5,3.0,Heating-District heating,7177.651937572915
Multi-family,Owner-occupied,D3,D3,2.5,0.9,0.5,3.0,Oil fuel-Performance boiler,3402.575600746716
Multi-family,Owner-occupied,D3,D3,2.5,0.9,2.5,3.0,Wood fuel-Standard boiler,174.94109582959223
Multi-family,Owner-occupied,D3,D3,2.5,2.0,2.5,3.0,Electricity-Performance boiler,6431.35825
Multi-family,Owner-occupied,D3,D3,2.5,2.0,2.5,3.0,Heating-District heating,6245.781479692787
Multi-family,Owner-occupied,D3,D3,2.5,2.0,2.5,3.0,Natural gas-Standard boiler,24031.92277
Multi-family,Owner-occupied,D3,D3,2.5,2.0,2.5,3.0,Oil fuel-Performance boiler,1998.5244441163904
Multi-family,Owner-occupied,D3,D3,2.5,2.0,2.5,4.3,Natural gas-Standard boiler,6912.440210000001
Multi-family,Owner-occupied,D3,D3,2.5,2.0,2.5,4.3,Oil fuel-Standard boiler,962.2967067605025
Multi-family,Owner-occupied,D3,D3,2.5,2.0,2.5,4.3,Wood fuel-Standard boiler,84.2347667497861
Multi-family,Owner-occupied,D4,D4,0.2,0.3,0.2,1.3,Natural gas-Performance boiler,1736.607641
Multi-family,Owner-occupied,D4,D4,0.2,0.3,0.2,1.3,Oil fuel-Performance boiler,39.468652030861634
Multi-family,Owner-occupied,D4,D4,0.2,0.3,0.2,1.3,Wood fuel-Performance boiler,3.4548935628598585
Multi-family,Owner-occupied,D4,D4,0.2,0.3,0.2,2.6,Heating-District heating,83.25817849882158
Multi-family,Owner-occupied,D4,D4,0.2,0.5,0.2,2.6,Wood fuel-Performance boiler,26.006325312064277
Multi-family,Owner-occupied,D4,D4,0.2,0.5,0.3,1.3,Natural gas-Performance boiler,8441.49133
Multi-family,Owner-occupied,D4,D4,0.2,0.5,0.3,2.6,Oil fuel-Performance boiler,297.0958687056054
Multi-family,Owner-occupied,D4,D4,0.4,0.3,0.2,1.3,Electricity-Heat pump,2015.02237
Multi-family,Owner-occupied,D4,D4,0.4,0.5,0.3,1.3,Electricity-Performance boiler,10849.06108
Multi-family,Owner-occupied,D4,D4,0.4,0.5,0.3,2.6,Heating-District heating,626.7166370063071
Multi-family,Owner-occupied,D4,D4,0.4,0.9,0.3,2.6,Electricity-Performance boiler,30678.65905
Multi-family,Owner-occupied,D4,D4,0.4,0.9,0.5,2.6,Electricity-Heat pump,3047.090131
Multi-family,Owner-occupied,D4,D4,0.5,0.9,0.5,2.6,Heating-District heating,3846.454497088025
Multi-family,Owner-occupied,D4,D4,0.5,0.9,0.5,2.6,Natural gas-Performance boiler,35817.73633
Multi-family,Owner-occupied,D4,D4,0.5,0.9,0.5,2.6,Oil fuel-Performance boiler,1823.4169523689363
Multi-family,Owner-occupied,D4,D4,0.5,0.9,0.5,2.6,Wood fuel-Performance boiler,159.61303888014874
Multi-family,Owner-occupied,D4,D4,0.5,0.9,2.5,3.0,Electricity-Performance boiler,25322.6106
Multi-family,Owner-occupied,D4,D4,1.0,0.9,0.5,3.0,Natural gas-Standard boiler,56768.52853
Multi-family,Owner-occupied,D4,D4,1.0,0.9,0.5,3.0,Wood fuel-Standard boiler,354.3971723014114
Multi-family,Owner-occupied,D4,D4,2.5,0.9,0.5,3.0,Electricity-Performance boiler,11131.44464
Multi-family,Owner-occupied,D4,D4,2.5,0.9,0.5,3.0,Heating-District heating,8540.483952427165
Multi-family,Owner-occupied,D4,D4,2.5,0.9,0.5,3.0,Oil fuel-Performance boiler,4048.627959093251
Multi-family,Owner-occupied,D4,D4,2.5,0.9,2.5,3.0,Wood fuel-Standard boiler,205.29607134166287
Multi-family,Owner-occupied,D4,D4,2.5,2.0,2.5,3.0,Electricity-Performance boiler,6834.086923
Multi-family,Owner-occupied,D4,D4,2.5,2.0,2.5,3.0,Heating-District heating,7214.987395367113
Multi-family,Owner-occupied,D4,D4,2.5,2.0,2.5,3.0,Natural gas-Standard boiler,28634.60599
Multi-family,Owner-occupied,D4,D4,2.5,2.0,2.5,3.0,Oil fuel-Performance boiler,2345.299227215501
Multi-family,Owner-occupied,D4,D4,2.5,2.0,2.5,4.3,Natural gas-Standard boiler,8154.999395000001
Multi-family,Owner-occupied,D4,D4,2.5,2.0,2.5,4.3,Oil fuel-Standard boiler,1074.9752977529713
Multi-family,Owner-occupied,D4,D4,2.5,2.0,2.5,4.3,Wood fuel-Standard boiler,94.09810179319223
Multi-family,Owner-occupied,D5,D5,0.2,0.3,0.2,1.3,Natural gas-Performance boiler,2176.867864
Multi-family,Owner-occupied,D5,D5,0.2,0.3,0.2,1.3,Oil fuel-Performance boiler,36.493695217854295
Multi-family,Owner-occupied,D5,D5,0.2,0.3,0.2,1.3,Wood fuel-Performance boiler,3.194480333266703
Multi-family,Owner-occupied,D5,D5,0.2,0.3,0.2,2.6,Heating-District heating,76.98257817758498
Multi-family,Owner-occupied,D5,D5,0.2,0.5,0.2,2.6,Wood fuel-Performance boiler,30.82453207711764
Multi-family,Owner-occupied,D5,D5,0.2,0.5,0.3,1.3,Natural gas-Performance boiler,10233.61021
Multi-family,Owner-occupied,D5,D5,0.2,0.5,0.3,2.6,Oil fuel-Performance boiler,352.13899022661093
Multi-family,Owner-occupied,D5,D5,0.4,0.3,0.2,1.3,Electricity-Heat pump,2457.258558
Multi-family,Owner-occupied,D5,D5,0.4,0.5,0.3,1.3,Electricity-Performance boiler,12196.5934
Multi-family,Owner-occupied,D5,D5,0.4,0.5,0.3,2.6,Heating-District heating,742.8287867991298
Multi-family,Owner-occupied,D5,D5,0.4,0.9,0.3,2.6,Electricity-Performance boiler,36201.45772
Multi-family,Owner-occupied,D5,D5,0.4,0.9,0.5,2.6,Electricity-Heat pump,4122.505458
Multi-family,Owner-occupied,D5,D5,0.5,0.9,0.5,2.6,Heating-District heating,4460.906770829914
Multi-family,Owner-occupied,D5,D5,0.5,0.9,0.5,2.6,Natural gas-Performance boiler,42118.55369
Multi-family,Owner-occupied,D5,D5,0.5,0.9,0.5,2.6,Oil fuel-Performance boiler,2114.698883095221
Multi-family,Owner-occupied,D5,D5,0.5,0.9,0.5,2.6,Wood fuel-Performance boiler,185.11044037885563
Multi-family,Owner-occupied,D5,D5,0.5,0.9,2.5,3.0,Electricity-Performance boiler,30021.25859
Multi-family,Owner-occupied,D5,D5,1.0,0.9,0.5,3.0,Natural gas-Standard boiler,65174.86673
Multi-family,Owner-occupied,D5,D5,1.0,0.9,0.5,3.0,Wood fuel-Standard boiler,407.20267860722623
Multi-family,Owner-occupied,D5,D5,2.5,0.9,0.5,3.0,Electricity-Performance boiler,13027.07168
Multi-family,Owner-occupied,D5,D5,2.5,0.9,0.5,3.0,Heating-District heating,9813.02395684076
Multi-family,Owner-occupied,D5,D5,2.5,0.9,0.5,3.0,Oil fuel-Performance boiler,4651.877267871513
Multi-family,Owner-occupied,D5,D5,2.5,0.9,2.5,3.0,Wood fuel-Standard boiler,233.86689486823585
Multi-family,Owner-occupied,D5,D5,2.5,2.0,2.5,3.0,Electricity-Performance boiler,8006.179616
Multi-family,Owner-occupied,D5,D5,2.5,2.0,2.5,3.0,Heating-District heating,8121.009076543562
Multi-family,Owner-occupied,D5,D5,2.5,2.0,2.5,3.0,Natural gas-Standard boiler,32873.50862
Multi-family,Owner-occupied,D5,D5,2.5,2.0,2.5,3.0,Oil fuel-Performance boiler,2671.6918849019007
Multi-family,Owner-occupied,D5,D5,2.5,2.0,2.5,4.3,Natural gas-Standard boiler,9104.847457
Multi-family,Owner-occupied,D5,D5,2.5,2.0,2.5,4.3,Oil fuel-Standard boiler,1178.083442408478
Multi-family,Owner-occupied,D5,D5,2.5,2.0,2.5,4.3,Wood fuel-Standard boiler,103.1236865780536
Multi-family,Owner-occupied,D6,D6,0.2,0.3,0.2,1.3,Natural gas-Performance boiler,2951.500523
Multi-family,Owner-occupied,D6,D6,0.2,0.3,0.2,1.3,Oil fuel-Performance boiler,40.29290304390411
Multi-family,Owner-occupied,D6,D6,0.2,0.3,0.2,1.3,Wood fuel-Performance boiler,3.5270444819465934
Multi-family,Owner-occupied,D6,D6,0.2,0.3,0.2,2.6,Heating-District heating,84.99691631834642
Multi-family,Owner-occupied,D6,D6,0.2,0.5,0.2,2.6,Wood fuel-Performance boiler,42.75777524567256
Multi-family,Owner-occupied,D6,D6,0.2,0.5,0.3,1.3,Natural gas-Performance boiler,13220.11549
Multi-family,Owner-occupied,D6,D6,0.2,0.5,0.3,2.6,Oil fuel-Performance boiler,488.4641804676324
Multi-family,Owner-occupied,D6,D6,0.4,0.3,0.2,1.3,Electricity-Heat pump,3134.824096
Multi-family,Owner-occupied,D6,D6,0.4,0.5,0.3,1.3,Electricity-Performance boiler,14609.09945
Multi-family,Owner-occupied,D6,D6,0.4,0.5,0.3,2.6,Heating-District heating,1030.4035186166177
Multi-family,Owner-occupied,D6,D6,0.4,0.9,0.3,2.6,Electricity-Performance boiler,41886.7762
Multi-family,Owner-occupied,D6,D6,0.4,0.9,0.5,2.6,Electricity-Heat pump,5832.536401
Multi-family,Owner-occupied,D6,D6,0.5,0.9,0.5,2.6,Heating-District heating,5274.203415142591
Multi-family,Owner-occupied,D6,D6,0.5,0.9,0.5,2.6,Natural gas-Performance boiler,49661.49829
Multi-family,Owner-occupied,D6,D6,0.5,0.9,0.5,2.6,Oil fuel-Performance boiler,2500.2432564050305
Multi-family,Owner-occupied,D6,D6,0.5,0.9,0.5,2.6,Wood fuel-Performance boiler,218.8591169868979
Multi-family,Owner-occupied,D6,D6,0.5,0.9,2.5,3.0,Electricity-Performance boiler,34082.12754
Multi-family,Owner-occupied,D6,D6,1.0,0.9,0.5,3.0,Natural gas-Standard boiler,74833.85458
Multi-family,Owner-occupied,D6,D6,1.0,0.9,0.5,3.0,Wood fuel-Standard boiler,470.9886477443905
Multi-family,Owner-occupied,D6,D6,2.5,0.9,0.5,3.0,Electricity-Performance boiler,14848.24833
Multi-family,Owner-occupied,D6,D6,2.5,0.9,0.5,3.0,Heating-District heating,11350.177998641771
Multi-family,Owner-occupied,D6,D6,2.5,0.9,0.5,3.0,Oil fuel-Performance boiler,5380.567218667584
Multi-family,Owner-occupied,D6,D6,2.5,0.9,2.5,3.0,Wood fuel-Standard boiler,263.21697906145664
Multi-family,Owner-occupied,D6,D6,2.5,2.0,2.5,3.0,Electricity-Performance boiler,9066.658143
Multi-family,Owner-occupied,D6,D6,2.5,2.0,2.5,3.0,Heating-District heating,8941.421373273592
Multi-family,Owner-occupied,D6,D6,2.5,2.0,2.5,3.0,Natural gas-Standard boiler,37195.6846
Multi-family,Owner-occupied,D6,D6,2.5,2.0,2.5,3.0,Oil fuel-Performance boiler,3006.9868047082955
Multi-family,Owner-occupied,D6,D6,2.5,2.0,2.5,4.3,Natural gas-Standard boiler,9997.591933
Multi-family,Owner-occupied,D6,D6,2.5,2.0,2.5,4.3,Oil fuel-Standard boiler,1231.7060805562955
Multi-family,Owner-occupied,D6,D6,2.5,2.0,2.5,4.3,Wood fuel-Standard boiler,107.81755114722101
Multi-family,Owner-occupied,D7,D7,0.2,0.3,0.2,1.3,Natural gas-Performance boiler,3171.057168
Multi-family,Owner-occupied,D7,D7,0.2,0.3,0.2,1.3,Oil fuel-Performance boiler,49.47030793421899
Multi-family,Owner-occupied,D7,D7,0.2,0.3,0.2,1.3,Wood fuel-Performance boiler,4.330389806598545
Multi-family,Owner-occupied,D7,D7,0.2,0.3,0.2,2.6,Heating-District heating,104.35643267366376
Multi-family,Owner-occupied,D7,D7,0.2,0.5,0.2,2.6,Wood fuel-Performance boiler,47.92758792488959
Multi-family,Owner-occupied,D7,D7,0.2,0.5,0.3,1.3,Natural gas-Performance boiler,15080.43952
Multi-family,Owner-occupied,D7,D7,0.2,0.5,0.3,2.6,Oil fuel-Performance boiler,547.5240426568023
Multi-family,Owner-occupied,D7,D7,0.4,0.3,0.2,1.3,Electricity-Heat pump,3149.67253
Multi-family,Owner-occupied,D7,D7,0.4,0.5,0.3,1.3,Electricity-Performance boiler,16849.57407
Multi-family,Owner-occupied,D7,D7,0.4,0.5,0.3,2.6,Heating-District heating,1154.9888868834844
Multi-family,Owner-occupied,D7,D7,0.4,0.9,0.3,2.6,Electricity-Performance boiler,48839.89931
Multi-family,Owner-occupied,D7,D7,0.4,0.9,0.5,2.6,Electricity-Heat pump,6150.007271
Multi-family,Owner-occupied,D7,D7,0.5,0.9,0.5,2.6,Heating-District heating,6050.694910069597
Multi-family,Owner-occupied,D7,D7,0.5,0.9,0.5,2.6,Natural gas-Performance boiler,57206.28971
Multi-family,Owner-occupied,D7,D7,0.5,0.9,0.5,2.6,Oil fuel-Performance boiler,2868.340098910796
Multi-family,Owner-occupied,D7,D7,0.5,0.9,0.5,2.6,Wood fuel-Performance boiler,251.0805217282557
Multi-family,Owner-occupied,D7,D7,0.5,0.9,2.5,3.0,Electricity-Performance boiler,38790.82174
Multi-family,Owner-occupied,D7,D7,1.0,0.9,0.5,3.0,Natural gas-Standard boiler,84507.11869
Multi-family,Owner-occupied,D7,D7,1.0,0.9,0.5,3.0,Wood fuel-Standard boiler,538.549107072418
Multi-family,Owner-occupied,D7,D7,2.5,0.9,0.5,3.0,Electricity-Performance boiler,16773.37225
Multi-family,Owner-occupied,D7,D7,2.5,0.9,0.5,3.0,Heating-District heating,12978.292057686507
Multi-family,Owner-occupied,D7,D7,2.5,0.9,0.5,3.0,Oil fuel-Performance boiler,6152.376888559653
Multi-family,Owner-occupied,D7,D7,2.5,0.9,2.5,3.0,Wood fuel-Standard boiler,294.1025546429537
Multi-family,Owner-occupied,D7,D7,2.5,2.0,2.5,3.0,Electricity-Performance boiler,10793.16151
Multi-family,Owner-occupied,D7,D7,2.5,2.0,2.5,3.0,Heating-District heating,9937.332304830696
Multi-family,Owner-occupied,D7,D7,2.5,2.0,2.5,3.0,Natural gas-Standard boiler,41121.80065
Multi-family,Owner-occupied,D7,D7,2.5,2.0,2.5,3.0,Oil fuel-Performance boiler,3359.823155009612
Multi-family,Owner-occupied,D7,D7,2.5,2.0,2.5,4.3,Natural gas-Standard boiler,11394.814814
Multi-family,Owner-occupied,D7,D7,2.5,2.0,2.5,4.3,Oil fuel-Standard boiler,1350.982653214433
Multi-family,Owner-occupied,D7,D7,2.5,2.0,2.5,4.3,Wood fuel-Standard boiler,118.25844136952608
Multi-family,Owner-occupied,D8,D8,0.2,0.3,0.2,1.3,Natural gas-Performance boiler,3969.674961
Multi-family,Owner-occupied,D8,D8,0.2,0.3,0.2,1.3,Oil fuel-Performance boiler,59.99476689250658
Multi-family,Owner-occupied,D8,D8,0.2,0.3,0.2,1.3,Wood fuel-Performance boiler,5.251649683402521
Multi-family,Owner-occupied,D8,D8,0.2,0.3,0.2,2.6,Heating-District heating,126.55752740239856
Multi-family,Owner-occupied,D8,D8,0.2,0.5,0.2,2.6,Wood fuel-Performance boiler,63.1845818701171
Multi-family,Owner-occupied,D8,D8,0.2,0.5,0.3,1.3,Natural gas-Performance boiler,18218.83767
Multi-family,Owner-occupied,D8,D8,0.2,0.5,0.3,2.6,Oil fuel-Performance boiler,721.8197117143134
Multi-family,Owner-occupied,D8,D8,0.4,0.3,0.2,1.3,Electricity-Heat pump,3916.483761
Multi-family,Owner-occupied,D8,D8,0.4,0.5,0.3,1.3,Electricity-Performance boiler,20904.78306
Multi-family,Owner-occupied,D8,D8,0.4,0.5,0.3,2.6,Heating-District heating,1522.6614365974906
Multi-family,Owner-occupied,D8,D8,0.4,0.9,0.3,2.6,Electricity-Performance boiler,59142.99965
